"","NGA.y","Date.From","Articles","Calendar","Degree of centralization","Duration","Formal legal code","Full-time bureaucrats","History","irrigation systems","markets","Mnemonic devices","Peak Date","Polity territory","Population of the largest settlement","Postal stations","Practical literature","Professional priesthood","Professional soldiers","Religious levels","Roads","Sacred Texts","Script","Settlement hierarchy","Specialized government buildings","Tokens","Written records"
"130","Kansai",1336,"present","present","confederated state","1336-1467 CE","present","present","present","present","present","suspected unknown","1368-1394 CE","295000","40000","present","present","present","present","2","present","present","present","6","present",NA,"present"
"131","Kansai",538,"present","suspected unknown","unitary state","538-710 CE","present","present","present","present",NA,NA,NA,"100000",NA,"present","suspected unknown","present","present","2","present",NA,"present","4","present","suspected unknown","present"
"132","Kansai",1568,"present","present","quasi-polity","1568-1603 CE","present","present","present","present","present","unknown",NA,"295000","300000","present","present","present","present","2","present","present","present","5","present","unknown","present"
"133","Kansai",794,"present","present","unitary state","794-1185 CE","present","present","present","present","present","unknown","794-930 CE","250000","200000","suspected unknown","present","present","present","1","inferred present","present","present","4","present",NA,"present"
"134","Kansai",250,"present","present","quasi-polity","250 CE - 537 CE","suspected unknown","suspected unknown","inferred present","present",NA,"suspected unknown",NA,"100000",NA,NA,"present","present","present","1","present","inferred absent","present","3","suspected unknown","unknown","present"
"135","Kansai",1467,"present","present","quasi-polity","1467-1568 CE","present","present","suspected unknown","suspected unknown","suspected unknown","suspected unknown","1568 CE","15000","40000",NA,"suspected unknown","present","absent","2",NA,"suspected unknown","present","4","present",NA,"present"
"136","Kansai",1603,"present","present","confederated state","1603-1868 CE","present","present","present","present","present","unknown","1688-1704 CE","295000","570361","present","present","present","present","2","present","present","present","6","present","suspected unknown","present"
"137","Kansai",-300,"present","absent","quasi-polity","300 BCE - 250 CE","absent","absent","absent","present",NA,"suspected unknown","125 CE",NA,"1000","absent","absent","suspected unknown","present","1",NA,"absent","inferred present","2","absent","unknown","inferred present"
"138","Kansai",-13600,NA,"absent","quasi-polity","13600-9200 BCE","absent","absent","absent","inferred absent","inferred absent",NA,NA,NA,NA,"absent","absent","absent","absent",NA,"inferred absent","absent","absent","1","absent",NA,"absent"
"139","Kansai",-9200,NA,"absent","quasi-polity","9200-5300 BCE","absent","absent","absent","inferred absent","suspected unknown",NA,NA,NA,NA,"absent","absent","absent","absent",NA,"inferred absent","absent","absent","1","absent",NA,"absent"
"140","Kansai",-5300,NA,"absent","quasi-polity","5300-3500 BCE","absent","absent","absent","inferred absent","suspected unknown",NA,NA,NA,"400","absent","absent","absent","absent",NA,"inferred absent","absent","absent","1","absent",NA,"absent"
"141","Kansai",-3500,NA,"absent","quasi-polity","3500-2500 BCE","absent","absent","absent","inferred absent","suspected unknown","inferred present",NA,NA,"400","absent","absent","absent","absent",NA,"inferred absent","absent","absent","2","absent",NA,"absent"
"142","Kansai",-1200,NA,"absent","quasi-polity","1200-300 BCE","absent","absent","absent","inferred absent",NA,NA,NA,NA,"400","absent","absent","suspected unknown","absent","1","inferred absent","absent","absent","1","absent",NA,"absent"
"143","Kansai",-2500,NA,"inferred absent","quasi-polity","2500-1200 BCE","absent","absent","inferred absent","inferred absent","suspected unknown",NA,NA,NA,"400","absent","inferred absent","absent","absent","1","inferred absent","inferred absent","inferred absent","2","absent",NA,"inferred absent"
"144","Kapuasi Basin",1650,"present","absent","quasi-polity","1650-1841 CE","absent","absent","absent","absent","inferred absent","present",NA,NA,"25","absent","absent","absent","absent","1","absent","absent","absent","1","absent","absent","absent"
"145","Kapuasi Basin",1842,"present","present","loose","1841-1987 CE","inferred present","absent","absent","absent","present","present","1900-1946 CE","124450","25","absent","absent","inferred present","absent","1","absent","present","present","1","absent","absent","inferred present"
"146","Konya Plain",-7000,"absent","absent","unknown","7000-6600 BCE","suspected unknown","absent","absent","absent","absent","suspected unknown",NA,NA,NA,NA,"absent","suspected unknown","suspected unknown","1","absent","absent","absent","1","absent","absent","absent"
"147","Konya Plain",-31,"inferred present","present","unitary state","31 BCE - 284 CE","present","present","present","present","present",NA,"117 CE","5800000","900000","present","present","present","present","4","present","present","present","7","present","present","present"
"148","Konya Plain",-670,"inferred present","inferred present","confederated state","670-546 BCE",NA,"inferred present","inferred present",NA,NA,NA,"560 BCE","250000","6000","suspected unknown","present","inferred present","present","3","inferred present",NA,"present","3","inferred present",NA,"present"
"149","Konya Plain",-546,"present","present","unitary state","550-331 BCE","present","present","present","present","inferred present","inferred present","500 BCE","4800000","200000","present","inferred present","inferred present","present","3","present","inferred present","present","5","present","suspected unknown","present"
"150","Konya Plain",1263,"present","present","unitary state","1256-1339 CE","present","present","present","present","present","suspected unknown","1316 CE","3800000","100000","present","present","present","present","3","present","present","present","4","present","suspected unknown","present"
"151","Konya Plain",-281,"present","present","unitary state","312-63 BCE","present","present","inferred present","present","present","suspected unknown","281 BCE","3600000","50000","present","suspected unknown","present","present","4","present","inferred present","present","6","present","suspected unknown","present"
"152","Konya Plain",-3000,"present","absent","quasi-polity","3000-2000 BCE","suspected unknown",NA,"absent",NA,NA,NA,NA,NA,NA,"inferred absent","absent",NA,NA,NA,NA,"absent","absent","2","present","suspected unknown","absent"
"153","Konya Plain",-1500,"present","present",NA,"1500-1400 BCE","present","present","present","present","present","suspected unknown","1450 BCE","50000","12000","suspected unknown","suspected unknown","present","suspected unknown","3","present","suspected unknown","present","3","inferred absent","inferred absent","present"
"154","Konya Plain",-2000,"present","present","quasi-polity","2000-1700 BCE","suspected unknown","inferred present",NA,"present","present",NA,"1850-1750 BCE","15000","9000",NA,NA,"inferred present","inferred absent","1","present",NA,"present","2","present","suspected unknown","present"
"155","Konya Plain",632,"present","present","unitary state","632-866 CE","present","present","present","inferred present","present","absent","741-775","520000","80000","present","present","present","present","7","present","present","present","6","present","absent","present"
"156","Konya Plain",867,"present","present","unitary state","867-1072 CE","present","present","present","present","present","absent","1025 CE","810000","300000","present","present","present","present","7","present","present","present","6","present","unknown","present"
"157","Konya Plain",-129,"present","inferred present","unitary state","322-93 BCE","inferred absent","present",NA,"inferred present","present","suspected unknown","302-95 BCE","130000",NA,"suspected unknown","inferred present","present","present","4","present","inferred present","present","3","present",NA,"present"
"158","Konya Plain",-5000,"present","inferred absent","quasi-polity","5500-3000 BCE","inferred absent","suspected unknown","inferred absent",NA,"suspected unknown",NA,NA,"90","2500","inferred absent","inferred absent",NA,"present","1","inferred absent","inferred absent","inferred absent","2","suspected unknown","suspected unknown","inferred absent"
"159","Konya Plain",395,"present","present","unitary state","395-631 CE","present","present","present","present","present","inferred present","527-542 CE","1400000","500000","present","present","present","present","7","present","present","present","6","present","present","present"
"160","Konya Plain",-1344,"present","present","unitary state","1400-1180 BCE","present","present","present","present","present","absent","1240 BCE","300000","15000",NA,"present","present","present","4","present","suspected unknown","present","3","inferred absent","inferred absent","present"
"161","Konya Plain",-1650,"present","present","unitary state","1650-1500 BCE","present","present","present","present","present","suspected unknown",NA,"50000","11000","suspected unknown","suspected unknown","present","suspected unknown","3","present","suspected unknown","present","3","present","absent","present"
"162","Konya Plain",-300,"present","inferred present","loose","323-281 BCE","inferred present","inferred present","present","inferred present","inferred present",NA,"306-281 BCE","420000",NA,NA,"inferred present","present","inferred present","2","inferred present","inferred present","present","3","present",NA,"present"
"163","Konya Plain",1393,"present","present","unitary state","1299-1402 CE","present","inferred present","inferred present","inferred present","present","present","1402 CE","70000","20000","present","inferred present","present","present","2","present","present","present","4",NA,"unknown","present"
"164","Konya Plain",1421,"present","present","unitary state","1402-1517 CE","present","present","present","inferred present","present","present","1517 CE","866000","70000","present","present","present","present","4","present","present","present","5","present",NA,"present"
"165","Konya Plain",1517,"present","present","unitary state","1517-1683 CE","present","present","present","present","present","present","1520-1566 CE","4836000","650000","present","present","present","present","4","present","present","present","6","present",NA,"present"
"166","Konya Plain",1683,"present","inferred present","unitary state","1683-1839 CE","present","present","inferred present","present","present","present","1683 CE","4920000","700000","present","present","present","present","4","present","inferred present","present","6","present",NA,"present"
"167","Konya Plain",-836,"present","inferred present","loose","900-695 BCE",NA,"suspected unknown","suspected unknown","present",NA,NA,"738-696 BCE","100000","15000",NA,"present","suspected unknown",NA,"1","present","suspected unknown","inferred present","3","suspected unknown",NA,"present"
"168","Konya Plain",284,"present","present","unitary state","285-394 CE","present","present","present","present","present",NA,"394 CE","4000000","800000","present","present","present","present","5","present","present","present","7","present","present","present"
"169","Konya Plain",1093,"present","inferred present","confederated state","1077-1307 CE","present","present","present",NA,"suspected unknown",NA,"1220-1237 CE","250000","30000",NA,"inferred present","present","present","4","present","present","present","4","present",NA,"present"
"170","Konya Plain",-900,"present",NA,"quasi-polity","900-730 BCE",NA,"suspected unknown",NA,NA,NA,NA,NA,"4000",NA,NA,"suspected unknown",NA,"suspected unknown",NA,NA,NA,"present","3","suspected unknown",NA,"present"
"171","Konya Plain",-9600,NA,"absent","unknown","9600-7000 BCE","suspected unknown","absent","absent",NA,NA,"absent",NA,NA,NA,"absent","absent","suspected unknown","suspected unknown","1",NA,"absent","absent","1","absent","unknown","absent"
"172","Konya Plain",-6600,NA,"absent",NA,"6600-6000 BCE","suspected unknown","absent","absent","absent",NA,"absent",NA,NA,"3500","inferred absent","absent","suspected unknown","suspected unknown","1","absent","absent","absent","1","absent","suspected unknown","absent"
"173","Konya Plain",-6000,NA,"inferred absent","quasi-polity","6000-5500 BCE","inferred absent","inferred absent","inferred absent",NA,NA,"absent",NA,NA,"2500","inferred absent","inferred absent",NA,"inferred absent","1",NA,"inferred absent","absent","2","inferred absent","inferred absent","absent"
"174","Konya Plain",-1180,NA,NA,"quasi-polity","1180-900 BCE","inferred present","present",NA,"inferred present","inferred present",NA,NA,"300","12000",NA,NA,"inferred present","suspected unknown","2","inferred present",NA,NA,"3","suspected unknown",NA,NA
"175","Latium",-1800,"inferred present","absent","quasi-polity","1800-900 BCE","absent","absent","inferred absent","inferred absent","inferred absent",NA,NA,"3","20","absent","inferred absent","inferred absent","absent","1","absent","inferred absent","inferred absent","1","inferred absent",NA,"inferred absent"
"176","Latium",-3600,"inferred present","absent","quasi-polity","3600-1800 BCE","absent","absent","inferred absent","inferred absent","inferred absent",NA,NA,NA,NA,"absent","inferred absent","inferred absent","absent","1","absent","inferred absent","inferred absent","1","absent","absent","inferred absent"
"177","Latium",-31,"inferred present","present","unitary state","31 BCE - 284 CE","present","present","present","present","present",NA,"117 CE","5800000","900000","present","present","present","present","4","present","present","present","7","present","present","present"
"178","Latium",493,"present","present","unitary state","489-554 CE","present","present","present","present","present",NA,"525 CE","635000","100000","present","present","present","inferred present","5","present","present","present","6","present",NA,"present"
"179","Latium",904,"present","present","loose","904-1198 CE","present","present","present","inferred present","present","inferred present","1030 CE","6000","35000","absent","present","present","present","6","present","present","present","5","present","present","present"
"180","Latium",1198,"present","present","unitary state","1198-1309 CE","present","present","present","present","inferred present","inferred present","1240 CE","44000","35000","absent","present","present","present","6","present","present","present","4","present","inferred absent","present"
"181","Latium",1527,"present","present","unitary","1527-1648 CE","present","present","present","present","present","present","1571 CE","44000","99312","present","present","present","present","6","present","present","present","4","present","absent","present"
"182","Latium",1648,"present","present","unitary","1648-1809 CE","present","present","present","present","present","inferred present","1750 CE","44000","158000","absent","present","present","present","6","present","present","present","4","present","absent","present"
"183","Latium",1378,"present","present","loose","1378-1527 CE","present","present","present","present","present","inferred present","1506 CE","44000","55000","absent","present","present","present","5","present","present","present","4","present","absent","present"
"184","Latium",568,"present","present","nominal","568-751 CE","present","present","inferred present","present","present",NA,"640 CE","50000","30000","inferred absent","present","present","inferred absent","5","present","present","present","6","present",NA,"present"
"185","Latium",-509,"present","present","unitary state","509-264 BCE","present","absent","inferred present","absent","present",NA,"287 BCE","5000","50000","absent","present","present","present","4","present","present","present","5","present","present","present"
"186","Latium",-133,"present","present","unitary state","133-31 BCE","present","absent","present","present","present",NA,"49 BCE","1950000","400000","absent","present","present","present","4","present","present","present","7","present","inferred absent","present"
"187","Latium",-264,"present","present","unitary state","264-133 BCE","present","absent","present","present","present",NA,"133 BCE","130000","400000","absent","present","present","present","4","present","present","present","5","present","absent","present"
"188","Latium",-716,"present","present","unitary state","716-509 BCE","present","absent",NA,"inferred absent","present",NA,"535 BCE","1000","4000","absent","inferred present","inferred present","absent","1","inferred present","present","present","2","present",NA,"present"
"189","Latium",395,"present","present","unitary state","395-476 CE","present","present","present",NA,"present",NA,"439 CE","2000000","500000","present","present","present","present","8","present","present","present","6","present","absent","present"
"190","Latium",711,"present","present","nominal","711-904 CE","present","present","inferred present","present","present",NA,"850-900 CE","50000","70000","absent","present","present","absent","5","present","present","present","5","present","inferred absent","present"
"191","Latium",284,"present","present","unitary state","285-394 CE","present","present","present","present","present",NA,"394 CE","4000000","800000","present","present","present","present","5","present","present","present","7","present","present","present"
"192","Latium",-1000,"suspected unknown","present",NA,"1000-580 BCE","inferred absent","absent","inferred absent","suspected unknown","suspected unknown",NA,NA,NA,"100","suspected unknown","inferred absent","inferred present","absent","1",NA,"inferred absent","inferred absent","1","absent",NA,"inferred absent"
"193","Lena River Valley",1400,"inferred present","absent","quasi-polity","1400 - 1632 CE","absent","absent","absent","absent","absent","inferred absent",NA,NA,"100","absent","absent","absent","absent","1","absent","absent","absent","1","absent","absent","absent"
"194","Lena River Valley",1643,"present","absent","loose","1632-1900 CE","present","inferred absent","absent","absent","absent","present","1850-1900 CE",NA,NA,"present","absent","absent","absent","1","present","present","present","1","present","absent","present"
"195","Lowland Andes",1534,"present","absent","quasi-polity","1534-1830 CE","absent","absent","absent","absent","absent","absent",NA,"16","300","absent","absent","absent","absent","2","absent","absent","absent","1","absent","absent","absent"
"196","Lowland Andes",1831,"present","absent","quasi-polity","1831-1931 CE","absent","absent","absent","absent","absent","absent",NA,NA,"300","absent","absent","absent","absent","1","absent","absent","absent","1","absent","absent","absent"
"197","Middle Ganga",1206,"inferred present","suspected unknown","confederated state","1206-1526 CE","present","present","present","present","inferred present",NA,"1296-1316 CE","2800000","200000","present","present","present","present","5","present","present","present","6","present","present","present"
"198","Middle Ganga",35,"present","present","confederated state","35-319 CE","present","present",NA,"present","present",NA,"229 CE","2000000","150000","suspected unknown","present","present","present","2","present","present","present","4","present","suspected unknown","present"
"199","Middle Ganga",-600,"present","absent",NA,"600-324 BCE","inferred absent","inferred absent","inferred absent","present",NA,NA,NA,NA,"12000","inferred absent","inferred absent","present","present","2",NA,"absent","suspected unknown","4","inferred absent","inferred absent","absent"
"200","Middle Ganga",-324,"present","present","unitary state","324-187 BCE","present","present",NA,"present","inferred present",NA,"269-232 BCE","4000000","50000","inferred present","present","present","present","1","present","present","present","4","inferred present",NA,"present"
"201","Middle Ganga",1526,"present","suspected unknown","unitary state","1526-1858 CE","inferred present","present","present","present","present",NA,"1630-1707 CE","3200000","400000","present","suspected unknown","suspected unknown","present","1","present","present","present","4","present","present","present"
"202","Middle Ganga",780,"present","inferred present","loose","753-973 CE","inferred present","present","present","present","present",NA,"814-878 CE","600000","100000",NA,"present","present","present","5","present","present","present","3","suspected unknown",NA,"present"
"203","Middle Ganga",320,NA,"inferred present","loose","320-515","inferred present",NA,"present","present",NA,NA,"400 CE","800000","150000",NA,"inferred present","present","present","5",NA,"present","present","4","inferred present","present","present"
"204","Middle Ganga",550,NA,"inferred present",NA,"450-605 CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"present","present",NA,"inferred present",NA,"present"
"205","Middle Ganga",-64,NA,"present",NA,"64BCE-34CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"present","present",NA,"inferred present",NA,"present"
"206","Middle Ganga",1090,NA,"present",NA,"1085-1193 CE",NA,NA,NA,NA,NA,NA,NA,"300000","80000",NA,"inferred present",NA,NA,NA,NA,"present","present","suspected unknown","inferred present",NA,"present"
"207","Middle Ganga",810,NA,"present",NA,"810-1030 CE",NA,NA,NA,NA,NA,NA,NA,"1000000","80000",NA,"inferred present",NA,NA,NA,NA,"present","present",NA,"inferred present",NA,"present"
"208","Middle Ganga",650,NA,"present",NA,"650-780 CE",NA,"present",NA,NA,NA,NA,NA,NA,"120000",NA,"inferred present","present",NA,NA,NA,"present","present",NA,"inferred present",NA,"present"
"209","Middle Ganga",-187,NA,"present",NA,"187-65 BCE",NA,NA,NA,NA,NA,NA,NA,"4000000","50000",NA,"present",NA,NA,NA,NA,"present","present","4","inferred present",NA,"present"
"210","Middle Ganga",-3000,NA,NA,NA,"3000-601 BCE",NA,NA,NA,"suspected unknown","suspected unknown",NA,NA,"suspected unknown","suspected unknown",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"211","Middle Ganga",-7000,NA,NA,NA,"7000-3001 BCE",NA,NA,NA,"suspected unknown","suspected unknown",NA,NA,"suspected unknown","suspected unknown",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA
"212","Middle Yellow River Valley",1368,"absent","present","unitary state","72","present","present","present","present","present","present","1450-1480 CE","3900000","706000","present","present","present","present","3","present","present","present","7","present","absent","present"
"213","Middle Yellow River Valley",1644,"absent","present","unitary state","1644-1796 CE","present","present","present","present","present","present","1796 CE","13100000","668200","present","present","present",NA,"3","present","present","present","7","present","absent","present"
"214","Middle Yellow River Valley",265,"inferred present","inferred present","unitary state","265-317 CE","inferred present","present","present","inferred present","inferred present","present","280-300 CE","4500000","600000","present","inferred present","inferred absent",NA,"1","inferred present","present","inferred present","6","inferred present",NA,"present"
"215","Middle Yellow River Valley",-1650,"inferred present","inferred present","quasi-polity","1650-1250 BCE","absent",NA,"suspected unknown","inferred present","suspected unknown",NA,"1500-1450 BCE","350000","78000","inferred absent","suspected unknown","inferred present","inferred present","2","inferred present","suspected unknown","inferred present","3","present","inferred present","inferred absent"
"216","Middle Yellow River Valley",-794,"inferred present","inferred present","loose","780-404 bce","present","present","inferred present","present","inferred present",NA,"632 bce","160000",NA,"inferred present","inferred present","inferred present","inferred present",NA,"inferred present","absent","present","4","inferred present","present","present"
"217","Middle Yellow River Valley",1127,"inferred present","present","unitary state","1115-1243 CE","present","present","present","present","present","present","1207 CE","3600000",NA,"present","present","present","present","3","present","present","present",NA,"present",NA,"present"
"218","Middle Yellow River Valley",-1250,"inferred present","inferred present","unitary state","1250-1045 BCE","absent","inferred present","suspected unknown","present","suspected unknown",NA,"1200 BCE","1000000","4000",NA,"suspected unknown","present","inferred present","3","present","suspected unknown","present","3","inferred present","present","present"
"219","Middle Yellow River Valley",25,"present","present","unitary state","25-220 CE","present","present","present","present","present","present","88 CE","6500000","420000","present","inferred present","inferred absent","present","1","present","inferred absent","present","6","present",NA,"present"
"220","Middle Yellow River Valley",960,"present","present","unitary state","960-1127 CE","present","present","present","present","present","present","1050 CE","3033000","500000","present","present","present","present","2","present","present","present","7","present",NA,"present"
"221","Middle Yellow River Valley",386,"present","present","unitary state","386-534 CE","present","present","inferred present","inferred present","inferred present","present","439 CE","500000","600000","present","present","inferred absent","inferred absent","2","present","present","present","5","present","present","present"
"222","Middle Yellow River Valley",1796,"present","present","unitary state","1796-1912 CE","present","present","present","present","present","present","1850","11300000","890892","present","present","present","present","3","present","present","present","7","present","absent","present"
"223","Middle Yellow River Valley",581,"present","inferred present","unitary state","581-618 CE","present","present","present","present","present","present","609 CE","3000000","500000","inferred present","inferred present","inferred absent","inferred present","3","present","present","present","3","present",NA,"present"
"224","Middle Yellow River Valley",618,"present","present","unitary state","617-763 CE","present","present","present","inferred present","inferred present","present","740 CE","6475000","1000000","inferred present","present","present","present","3","present","present","present","6","present",NA,"present"
"225","Middle Yellow River Valley",763,"present","inferred present","confederated state","763-907 CE","present","present","present","inferred present","inferred present","present","820 CE","800000","1000000","inferred present","inferred present","present","present","3","present","inferred present","present","3","present",NA,"present"
"226","Middle Yellow River Valley",-202,"present","present","unitary state","202 BCE - 9 CE","present","present","present","present","present","present","100 BCE","4917000","250000","present","inferred present","inferred absent","inferred absent","3","present",NA,"present","6","present",NA,"present"
"227","Middle Yellow River Valley",-1122,"present","inferred present","unitary state","1122-771 BCE","suspected unknown","present","inferred present","present","inferred present",NA,"950-925 BCE","850000","125000","inferred present","present","present","inferred present","2","present",NA,"present","5","present","present","present"
"228","Middle Yellow River Valley",1271,"present","present","unitary state","1271-1368 CE","present","present","present","present","present","present","1310 CE","24000000","800000","present","present","present","present","3","present","present","present","7","present",NA,"present"
"229","Middle Yellow River Valley",-338,"suspected unknown","present","unitary state","338-207 BCE","present","present","present","present","present","present","215 BCE","820000","350000","present","present","inferred absent","present",NA,"present","absent","present","5","present","present","present"
"230","Middle Yellow River Valley",-5000,"suspected unknown","absent","quasi-polity","5000-3000 BCE","suspected unknown","suspected unknown","absent","suspected unknown","suspected unknown",NA,NA,NA,"200","inferred absent","absent","suspected unknown","inferred absent",NA,"inferred absent","absent","absent","2","suspected unknown","inferred absent","absent"
"231","Middle Yellow River Valley",-1850,NA,"inferred present","quasi-polity","1850-1600 BCE",NA,"inferred absent","suspected unknown","suspected unknown","suspected unknown","inferred present","1700-1530 BCE","10000","3500","inferred absent","suspected unknown","inferred present","inferred present","1","present","suspected unknown","inferred present","4","present","present","inferred present"
"232","Middle Yellow River Valley",-488,NA,"inferred present","confederated state","445-225 BCE","present","present","present","inferred present","inferred present",NA,"353 BCE","90000",NA,"inferred present",NA,NA,"present",NA,"inferred present","absent","present","4","present","present","present"
"233","Middle Yellow River Valley",-3000,NA,NA,"quasi-polity","3000-1900 BCE","suspected unknown","suspected unknown",NA,NA,NA,NA,NA,"1500","5000","inferred absent",NA,"suspected unknown","suspected unknown","suspected unknown","inferred present",NA,"inferred present","3",NA,"inferred present","inferred absent"
"234","Niger Inland Delta",50,"inferred present","absent","quasi-polity","50-399 CE","suspected unknown","suspected unknown","absent","absent","suspected unknown","suspected unknown","399 CE","800","500","suspected unknown","absent","suspected unknown","suspected unknown",NA,"suspected unknown","absent","absent","2","suspected unknown","suspected unknown","absent"
"235","Niger Inland Delta",400,"inferred present","absent","quasi-polity","400-899 CE","suspected unknown","absent","absent","present","inferred present","suspected unknown","899 CE","1100","7000","inferred absent","absent","absent","suspected unknown",NA,"suspected unknown","absent","absent","3","suspected unknown","suspected unknown","absent"
"236","Niger Inland Delta",1591,"present","suspected unknown","unitary state","1554-1659 CE","present","present","present","present","present",NA,"1578-1603 CE","476000","125000","suspected unknown","present","present","present","3","suspected unknown","present","present","4","inferred present","suspected unknown","present"
"237","Niger Inland Delta",1712,"present","inferred present","unitary state","1712-1861 CE","inferred present","suspected unknown",NA,"suspected unknown",NA,NA,"1800 CE","350000","30000",NA,NA,"present","present","3","present","present","suspected unknown","4","suspected unknown","present","suspected unknown"
"238","Niger Inland Delta",900,"present","absent","quasi-polity","900-1300 CE","suspected unknown","suspected unknown","absent","present","inferred present","suspected unknown","1100 CE","1100","20000","suspected unknown","absent","suspected unknown","inferred absent",NA,"inferred present","absent","absent",NA,"suspected unknown","suspected unknown","absent"
"239","Niger Inland Delta",1235,"present","present","unitary state","1230-1410 CE","inferred absent","inferred present","suspected unknown","inferred present","inferred present","suspected unknown","1312-1337 CE","1700000","12000",NA,"present","present","absent","2","present","present","present","4","inferred present","present","present"
"240","Niger Inland Delta",1494,"present","present","unitary state","1493-1591 CE","present","present","present","inferred present","present","suspected unknown","1550 CE","600000","70000",NA,"inferred present","present","inferred present","3","inferred present","present","present","4","inferred present","present","present"
"241","Niger Inland Delta",1100,"present","present","unitary state","1078-1203 CE","present","present","suspected unknown","present","present","suspected unknown",NA,"350000","15000","suspected unknown","inferred present","present","absent","3","present","present","present","4","inferred present","suspected unknown","present"
"242","Niger Inland Delta",700,"present","absent","unitary state","700-1077 CE","inferred present","present","absent","present","suspected unknown","suspected unknown","1025-1050 CE","350000","15000","suspected unknown","absent","inferred present","inferred absent","2","inferred present","absent","absent","4","inferred present","suspected unknown","absent"
"243","Niger Inland Delta",-250,"suspected unknown","absent","quasi-polity","250 BCE - 49 CE","suspected unknown","suspected unknown","absent","inferred absent","suspected unknown","suspected unknown","49 CE","5","100","suspected unknown","absent","suspected unknown","suspected unknown",NA,"suspected unknown","absent","absent","1","suspected unknown","suspected unknown","absent"
"244","Niger Inland Delta",1640,NA,"inferred absent","unitary state","1650-1712 CE","inferred absent","absent","inferred present",NA,"inferred absent",NA,"1650-1680 CE","200000",NA,NA,"inferred absent","absent","inferred present","1",NA,"inferred absent","inferred absent","4","absent","present","inferred absent"
"245","North Colombia",1050,"present","absent","quasi-polity","1050-1524 CE","suspected unknown","inferred absent","absent","present","present",NA,NA,"150","3000",NA,"absent","inferred present","present","1","present","absent","absent","3","inferred absent","present","absent"
"246","North Colombia",250,NA,"absent","quasi-polity","250-1050 CE",NA,"absent","absent","inferred absent","inferred present","suspected unknown",NA,NA,"400","suspected unknown","absent",NA,NA,"suspected unknown","present","absent","absent","1",NA,NA,"absent"
"247","Orkhon Valley",-1400,"inferred present","suspected unknown",NA,"1400-300 BCE",NA,"inferred absent","suspected unknown","inferred absent","inferred absent","suspected unknown",NA,"700000",NA,"suspected unknown","suspected unknown","suspected unknown","suspected unknown","1","inferred absent","suspected unknown","inferred absent","1","inferred absent","inferred absent","inferred absent"
"248","Orkhon Valley",1796,"present","present","unitary state","1796-1912 CE","present","present","present","present","present","present","1850","11300000","890892","present","present","present","present","3","present","present","present","7","present","absent","present"
"249","Orkhon Valley",1271,"present","present","unitary state","1271-1368 CE","present","present","present","present","present","present","1310 CE","24000000","800000","present","present","present","present","3","present","present","present","7","present",NA,"present"
"250","Orkhon Valley",583,"present","inferred present",NA,"583-630 CE","suspected unknown","inferred present","suspected unknown","suspected unknown","suspected unknown","suspected unknown",NA,"4500000",NA,"suspected unknown","inferred present","present","inferred absent","2","suspected unknown","suspected unknown","present","1","suspected unknown","absent","present"
"251","Orkhon Valley",1206,"present","present",NA,"1206-1270 CE","absent","present","present","present","present",NA,"1251-1259 CE","25221806",NA,"present","present","present","present","3","present",NA,"present","5","present",NA,"present"
"252","Orkhon Valley",1126,"present","absent","quasi-polity","1000-1206 CE","present","absent","absent","absent","absent","absent","1206 CE","70000","500","absent","absent","present","present","1","absent","absent","present","1","absent","absent","suspected unknown"
"253","Orkhon Valley",1368,"present","inferred present","quasi","1368-1690 CE","present","inferred absent","inferred present","inferred present","inferred present",NA,NA,"2500000",NA,"inferred present","present","present","inferred present","3",NA,"inferred present","present","2","inferred absent","present","present"
"254","Orkhon Valley",300,"present","inferred present","confederated state","300-555 CE","inferred absent","inferred absent","suspected unknown","suspected unknown","inferred absent",NA,"402-429 CE","4000000",NA,"inferred absent","inferred present","inferred present","inferred present","2","suspected unknown","inferred present","inferred present","1","suspected unknown","absent","inferred present"
"255","Orkhon Valley",841,"present",NA,"quasi-polity","600-1000 CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent","absent",NA
"256","Orkhon Valley",684,"present","inferred present","loose","682-744 CE","suspected unknown","inferred present","present","inferred absent","suspected unknown","suspected unknown","691-716 CE","3000000",NA,"suspected unknown","present","inferred present","inferred absent","2","suspected unknown","suspected unknown","present","2","inferred present","absent","present"
"257","Orkhon Valley",745,"present","suspected unknown","confederated state","745-840 CE","suspected unknown","absent","suspected unknown","present","present","suspected unknown",NA,"2000000","suspected unknown","suspected unknown","suspected unknown","inferred present","suspected unknown","3","inferred present","suspected unknown","present","3","suspected unknown","present","present"
"258","Orkhon Valley",100,"present","inferred absent","nominal","100-250 CE","inferred absent","inferred absent","inferred absent","absent","inferred absent","suspected unknown","155 CE","2300000","suspected unknown","inferred absent","inferred absent","suspected unknown","suspected unknown","1","suspected unknown","inferred absent","inferred present","suspected unknown","inferred absent","absent","inferred present"
